approach;sample_size;repetition;trace_variants;deviating_traces;total_deviations;num_deviating_activities;fitness;time_partitioning;time_sampling;time_alignments
Feature;500;9;390;411;4875;21;0.7115555292586238;4.4921839237213135;1.2959685325622559;0.00812983512878418
Sequence;100;0;90;93;1133;19;0.7274476786143853;1.2587847709655762;0.10706615447998047;0.0019545555114746094
Sequence;100;1;84;85;1249;19;0.6756686574915607;1.269240140914917;0.10035490989685059;0.0018420219421386719
Sequence;100;2;95;93;1288;19;0.6728473456946914;1.25974440574646;0.10150671005249023;0.0018839836120605469
Sequence;100;3;85;88;1038;19;0.6763330215154351;1.2656505107879639;0.09526729583740234;0.0015778541564941406
Sequence;100;4;85;87;1059;19;0.6744543498309252;1.2672581672668457;0.09705924987792969;0.001611948013305664
Sequence;100;5;92;93;1310;19;0.6605338170510495;1.2878930568695068;0.10498332977294922;0.0018835067749023438
Sequence;100;6;66;90;1003;19;0.6803696622052262;1.2587995529174805;0.09793758392333984;0.0015628337860107422
Sequence;100;7;72;84;1105;20;0.6864358683314415;1.2606377601623535;0.09745526313781738;0.00171661376953125
Sequence;100;8;93;95;1140;19;0.7088866189989785;1.2683923244476318;0.3186361789703369;0.001954793930053711
Sequence;100;9;93;94;1571;20;0.6806261435251068;1.2760446071624756;0.11124277114868164;0.0024111270904541016
Sequence;200;0;157;176;1928;19;0.6968076741626041;1.2748522758483887;0.1983339786529541;0.003178119659423828
Sequence;200;1;171;179;2099;20;0.6739670705187947;1.2582955360412598;0.19390869140625;0.003122091293334961
Sequence;200;2;175;186;2398;19;0.6872309899569584;1.2621116638183594;0.2033250331878662;0.0037348270416259766
Sequence;200;3;177;180;2572;20;0.6827824370991613;1.2657439708709717;0.20778155326843262;0.0038633346557617188
Sequence;200;4;153;179;1613;19;0.7510802469135802;1.2596092224121094;0.18740272521972656;0.0031194686889648438
Sequence;200;5;172;180;2369;20;0.6983702571937866;1.2670691013336182;0.20086455345153809;0.0038247108459472656
Sequence;200;6;179;179;2122;19;0.7149382052659861;1.266629695892334;0.20611882209777832;0.0037271976470947266
Sequence;200;7;178;184;2375;19;0.6808224700981051;1.501142978668213;0.20467734336853027;0.0036835670471191406
Sequence;200;8;163;175;2725;20;0.6709731948804636;1.2697761058807373;0.20781874656677246;0.004140377044677734
Sequence;200;9;183;183;2334;20;0.7013435700575816;1.2713706493377686;0.20698118209838867;0.00380706787109375
Sequence;300;0;264;264;3461;19;0.6965632123443801;1.2779028415679932;0.30507969856262207;0.0055081844329833984
Sequence;300;1;257;277;3416;19;0.6905516804058338;1.256617784500122;0.29967498779296875;0.005441904067993164
Sequence;300;2;207;273;2676;19;0.6859154929577465;1.2660243511199951;0.2793865203857422;0.004260540008544922
Sequence;300;3;268;276;4525;20;0.6739678651199654;1.2589941024780273;0.2879822254180908;0.006254911422729492
Sequence;300;4;257;263;3784;20;0.6702109116262855;1.149932861328125;0.2758204936981201;0.0051479339599609375
Sequence;300;5;275;277;4177;19;0.6900875500816145;1.1570124626159668;0.2901184558868408;0.00613856315612793
Sequence;300;6;259;278;3454;20;0.7147104980589741;1.1575260162353516;0.2857699394226074;0.005492210388183594
Sequence;300;7;272;276;4201;20;0.6607993540573274;1.1653409004211426;0.28694796562194824;0.005547046661376953
Sequence;300;8;247;274;3692;20;0.6847946725860156;1.173971176147461;0.28102707862854004;0.005375385284423828
Sequence;300;9;261;283;3498;20;0.7097095435684647;1.1701908111572266;0.2838263511657715;0.005402565002441406
Sequence;400;0;348;370;4398;20;0.7259300803888578;1.1713149547576904;0.38089966773986816;0.007387638092041016
Sequence;400;1;318;367;3890;19;0.7314092384174549;1.4012980461120605;0.37374377250671387;0.00680851936340332
Sequence;400;2;347;355;4964;21;0.6956655018085954;1.1763513088226318;0.42899370193481445;0.008254528045654297
Sequence;400;3;349;356;6273;21;0.6571756476117608;1.3471653461456299;0.4604494571685791;0.009382009506225586
Sequence;400;4;364;370;5882;21;0.6924122784081996;1.33909010887146;0.4619150161743164;0.00986170768737793
Sequence;400;5;337;362;3936;21;0.7120070242189215;1.33052396774292;0.4139711856842041;0.0068476200103759766
Sequence;400;6;351;362;5444;20;0.6736993526732198;1.3393096923828125;0.4414048194885254;0.00855708122253418
Sequence;400;7;336;354;4616;20;0.6944058258854684;1.3227992057800293;0.4233982563018799;0.007517814636230469
Sequence;400;8;335;358;4629;21;0.6863183573897134;1.3199024200439453;0.41700029373168945;0.0074901580810546875
Sequence;400;9;343;351;4931;21;0.6826081359423275;1.3234443664550781;0.4281909465789795;0.007825136184692383
Sequence;500;0;439;452;7071;20;0.6924716217979385;1.5201416015625;0.5579690933227539;0.011501312255859375
Sequence;500;1;442;456;7044;21;0.6756906077348066;1.2747621536254883;0.544137716293335;0.011094093322753906
Sequence;500;2;402;450;6264;20;0.6630446476600322;1.2828128337860107;0.5120701789855957;0.009181022644042969
Sequence;500;3;425;448;6400;20;0.6795994993742178;1.2028143405914307;0.48070669174194336;0.009095907211303711
Sequence;500;4;416;458;6447;21;0.6790940766550523;1.1690661907196045;0.4821152687072754;0.009225130081176758
Sequence;500;5;447;451;7066;19;0.691575731121781;1.172515869140625;0.5049004554748535;0.010450124740600586
Sequence;500;6;433;448;6389;20;0.6757017410283742;1.1777737140655518;0.4817218780517578;0.008983850479125977
Sequence;500;7;427;447;6986;20;0.6792764668074557;1.178802728652954;0.49619174003601074;0.00997304916381836
Sequence;500;8;443;448;6635;21;0.6837916408521183;1.1817944049835205;0.4897634983062744;0.00957942008972168
Sequence;500;9;433;459;5808;21;0.6858332882566127;1.1842505931854248;0.6966056823730469;0.008541584014892578
