approach;sample_size;repetition;trace_variants;deviating_traces;total_deviations;num_deviating_activities;fitness;time_partitioning;time_sampling;time_alignments
Longest;400;3;400;259;423;14;0.9625961623485719;0.0;0.0074269771575927734;0.008873939514160156
Longest;400;4;400;259;423;14;0.9625961623485719;0.0;0.00878596305847168;0.009082555770874023
Longest;400;5;400;259;423;14;0.9625961623485719;0.0;0.0074291229248046875;0.009859800338745117
Longest;400;6;400;259;423;14;0.9625961623485719;0.0;0.0067365169525146484;0.011168718338012695
Longest;400;7;400;259;423;14;0.9625961623485719;0.0;0.0067484378814697266;0.010468006134033203
Longest;400;8;400;259;423;14;0.9625961623485719;0.0;0.006665945053100586;0.009865045547485352
Longest;400;9;400;259;423;14;0.9625961623485719;0.0;0.0066716670989990234;0.008631467819213867
Longest;500;0;500;311;501;14;0.9622627297378729;0.0;0.008008241653442383;0.01236724853515625
Longest;500;1;500;311;501;14;0.9622627297378729;0.0;0.007726430892944336;0.010592222213745117
Longest;500;2;500;311;501;14;0.9622627297378729;0.0;0.007646322250366211;0.011709451675415039
Longest;500;3;500;311;501;14;0.9622627297378729;0.0;0.008091211318969727;0.012241840362548828
Longest;500;4;500;311;501;14;0.9622627297378729;0.0;0.007187604904174805;0.011203765869140625
Longest;500;5;500;311;501;14;0.9622627297378729;0.0;0.006353855133056641;0.011310100555419922
Longest;500;6;500;311;501;14;0.9622627297378729;0.0;0.007117033004760742;0.010131359100341797
Longest;500;7;500;311;501;14;0.9622627297378729;0.0;0.007706642150878906;0.010049104690551758
Longest;500;8;500;311;501;14;0.9622627297378729;0.0;0.007527351379394531;0.010192632675170898
Longest;500;9;500;311;501;14;0.9622627297378729;0.0;0.006131172180175781;0.01085972785949707
Feature;100;0;86;75;161;13;0.9239848914069877;0.8072257041931152;0.632265567779541;0.001020669937133789
Feature;100;1;90;85;207;13;0.902542372881356;0.855682373046875;0.6889469623565674;0.0012450218200683594
Feature;100;2;91;81;172;13;0.9183673469387755;0.8545641899108887;0.6601648330688477;0.0010404586791992188
Feature;100;3;85;76;181;14;0.9141773352299668;0.9159386157989502;0.6466403007507324;0.0010867118835449219
Feature;100;4;88;75;174;13;0.917221693625119;0.8281407356262207;0.6538281440734863;0.0010941028594970703
Feature;100;5;92;82;167;13;0.9398848092152627;0.815253496170044;0.8620243072509766;0.0014262199401855469
Feature;100;6;81;80;173;13;0.9173435260391782;0.8439264297485352;0.631472110748291;0.0009891986846923828
Feature;100;7;86;77;178;13;0.9035230352303523;0.8119761943817139;0.5529799461364746;0.0008385181427001953
Feature;100;8;81;81;187;12;0.8973091707852828;0.8377804756164551;0.5530803203582764;0.0008819103240966797
Feature;100;9;82;82;202;14;0.8985434455047715;0.8360409736633301;0.6218094825744629;0.0010509490966796875
Feature;200;0;164;165;387;13;0.903177383037278;0.8659977912902832;1.2456178665161133;0.002094268798828125
Feature;200;1;170;165;372;14;0.9124705882352941;0.8386538028717041;1.3489043712615967;0.002212047576904297
Feature;200;2;163;167;388;13;0.901747277791846;0.8296942710876465;1.233349084854126;0.0021038055419921875
Feature;200;3;177;169;359;13;0.9226793021753177;0.86002516746521;1.5524137020111084;0.002800464630126953
Feature;200;4;169;155;345;13;0.9162824557146324;0.9146513938903809;1.4392507076263428;0.0026340484619140625
Feature;200;5;158;162;368;13;0.9101781791554796;0.8714373111724854;1.2985026836395264;0.0022046566009521484
Feature;200;6;163;163;362;13;0.9114697970163854;0.8451855182647705;1.2523977756500244;0.0020456314086914062
Feature;200;7;167;166;388;13;0.9092185306504446;0.8395655155181885;1.3226916790008545;0.002379894256591797
Feature;200;8;157;178;390;12;0.9051556420233463;0.8472027778625488;1.3250625133514404;0.002366781234741211
Feature;200;9;160;167;365;14;0.9130538351595998;0.8134641647338867;1.275968313217163;0.0020971298217773438
Feature;300;0;246;250;569;14;0.9061984833498187;0.7826249599456787;1.7769432067871094;0.0030579566955566406
Feature;300;1;238;254;549;13;0.9112655568126717;0.7856185436248779;2.421975612640381;0.004267215728759766
Feature;300;2;252;248;566;13;0.9112991694091835;0.9589321613311768;2.0689799785614014;0.0032875537872314453
Feature;300;3;242;249;548;14;0.9093915343915344;0.8709547519683838;1.9238126277923584;0.0029866695404052734
Feature;300;4;241;241;569;14;0.9047698744769874;0.9320731163024902;2.237278699874878;0.0038242340087890625
Feature;300;5;256;246;536;13;0.9191187566017806;0.851815938949585;2.16898250579834;0.0036003589630126953
Feature;300;6;248;247;563;14;0.9143074581430746;0.8717522621154785;2.141726016998291;0.003430604934692383
Feature;300;7;241;245;550;13;0.911276012260042;0.8924510478973389;2.6053340435028076;0.004936933517456055
Feature;300;8;236;247;578;14;0.9073420968259057;0.9463016986846924;2.082267999649048;0.0033524036407470703
Feature;300;9;244;241;558;13;0.9126897199186356;0.8733150959014893;2.125582218170166;0.0037589073181152344
Feature;400;0;327;326;723;14;0.9158911121451838;0.8864598274230957;2.5812153816223145;0.004278898239135742
Feature;400;1;325;321;743;14;0.9091798068695759;0.8537166118621826;2.825528144836426;0.004670143127441406
Feature;400;2;320;320;738;14;0.9097468509233215;1.0476903915405273;3.031507968902588;0.00489044189453125
Feature;400;3;319;321;735;14;0.9080445389716001;0.8753812313079834;2.6279962062835693;0.004181861877441406
Feature;400;4;325;332;722;14;0.9154368704614664;0.8509049415588379;2.7841107845306396;0.004357337951660156
Feature;400;5;330;330;747;13;0.9129269145588064;0.8466548919677734;2.772416114807129;0.0042836666107177734
Feature;400;6;325;324;743;14;0.9103090294543699;0.8387517929077148;2.574312210083008;0.00426030158996582
Feature;400;7;318;327;728;13;0.9130434782608696;0.8175501823425293;2.7352609634399414;0.004346132278442383
Feature;400;8;310;332;754;14;0.9083728278041074;0.8162600994110107;2.5520529747009277;0.004087686538696289
Feature;400;9;325;325;777;13;0.9071795484410464;0.8343582153320312;2.582792282104492;0.004048585891723633
Feature;500;0;399;394;881;13;0.9163660527814695;0.7990128993988037;3.103093147277832;0.0050885677337646484
Feature;500;1;398;402;900;14;0.9135612754514022;0.7740914821624756;3.2648346424102783;0.005025386810302734
Feature;500;2;396;408;930;14;0.9087071758123098;0.8570716381072998;3.3053672313690186;0.005150794982910156
Feature;500;3;406;396;896;14;0.9141104294478528;0.85489821434021;3.3957202434539795;0.005079030990600586
Feature;500;4;401;410;907;13;0.9136765965546778;0.8439030647277832;3.4107108116149902;0.005188941955566406
Feature;500;5;396;402;888;13;0.9132727805449751;0.8559350967407227;3.308311700820923;0.00511479377746582
Feature;500;6;405;411;923;14;0.9124537607891492;0.8396952152252197;3.4180822372436523;0.005248308181762695
Feature;500;7;394;395;896;14;0.9118370559874053;0.8457343578338623;3.246920347213745;0.004956722259521484
Feature;500;8;409;405;905;14;0.9138259379165873;0.8146874904632568;3.2327818870544434;0.00520777702331543
Feature;500;9;408;410;894;13;0.9150916516288347;0.7768990993499756;3.128877639770508;0.004873752593994141
Sequence;100;0;82;78;187;14;0.8996781115879828;0.14530086517333984;0.0933694839477539;0.0008318424224853516
Sequence;100;1;76;65;111;12;0.9450222882615156;0.09941577911376953;0.09348487854003906;0.0008995532989501953
Sequence;100;2;88;69;139;12;0.9307424015944196;0.09561634063720703;0.10025238990783691;0.0008738040924072266
Sequence;100;3;78;68;118;12;0.9399796541200407;0.10679912567138672;0.1022040843963623;0.0009021759033203125
Sequence;100;4;78;73;135;12;0.9295407098121086;0.11233973503112793;0.11429119110107422;0.0009539127349853516
Sequence;100;5;91;70;160;13;0.9195979899497487;0.10157918930053711;0.10218381881713867;0.0008983612060546875
Sequence;100;6;89;65;121;12;0.9398907103825137;0.10096383094787598;0.10201430320739746;0.0009167194366455078
Sequence;100;7;87;72;127;12;0.9375307427447123;0.10113525390625;0.1508336067199707;0.0009326934814453125
Sequence;100;8;90;67;146;14;0.9264112903225806;0.10311365127563477;0.09992313385009766;0.0008766651153564453
Sequence;100;9;93;74;131;13;0.9389846297158826;0.10154128074645996;0.10303068161010742;0.0010144710540771484
Sequence;200;0;170;154;294;14;0.92534281361097;0.10140800476074219;0.20741605758666992;0.0018284320831298828
Sequence;200;1;166;144;297;13;0.9231167486409526;0.15303540229797363;0.2003011703491211;0.001847982406616211
Sequence;200;2;180;140;284;12;0.9285174930782784;0.10115313529968262;0.20763516426086426;0.0019223690032958984
Sequence;200;3;177;144;304;13;0.9307989984065559;0.10341906547546387;0.21114587783813477;0.002005338668823242
Sequence;200;4;144;141;306;13;0.9171853856562923;0.10100603103637695;0.20387506484985352;0.001743316650390625
Sequence;200;5;174;142;302;12;0.926805622879302;0.10069036483764648;0.2135307788848877;0.0018868446350097656
Sequence;200;6;181;128;228;13;0.9424242424242424;0.10150480270385742;0.20730257034301758;0.0018608570098876953
Sequence;200;7;168;138;267;12;0.9301595605545383;0.12083578109741211;0.261430025100708;0.002354145050048828
Sequence;200;8;181;125;224;14;0.9449631449631449;0.10964775085449219;0.28400540351867676;0.0027587413787841797
Sequence;200;9;178;135;298;12;0.9220099450405653;0.1029665470123291;0.456099271774292;0.0032358169555664062
Sequence;300;0;236;221;437;13;0.9250942749400068;0.11367607116699219;0.3283720016479492;0.0028231143951416016
Sequence;300;1;254;218;458;13;0.9205137105171816;0.0999908447265625;0.33483409881591797;0.0027036666870117188
Sequence;300;2;259;213;426;14;0.9290236587804065;0.10155606269836426;0.3349432945251465;0.002833843231201172
Sequence;300;3;255;213;433;14;0.9250865051903114;0.1512446403503418;0.3220338821411133;0.0026535987854003906
Sequence;300;4;254;206;399;14;0.9344504682109414;0.10187721252441406;0.33225226402282715;0.002786874771118164
Sequence;300;5;249;219;409;13;0.9353564090406196;0.10045433044433594;0.32788562774658203;0.0029511451721191406
Sequence;300;6;243;205;426;14;0.928690994308671;0.1020963191986084;0.32647037506103516;0.002821683883666992
Sequence;300;7;240;209;424;14;0.9290376569037657;0.10180234909057617;0.3671562671661377;0.0027599334716796875
Sequence;300;8;245;205;391;14;0.9343408900083963;0.10183072090148926;0.3319709300994873;0.0028281211853027344
Sequence;300;9;254;188;348;14;0.9446828803051979;0.1010129451751709;0.32230305671691895;0.0030431747436523438
Sequence;400;0;323;275;587;13;0.9248495711176545;0.09998130798339844;0.44512391090393066;0.003731966018676758
Sequence;400;1;323;269;522;13;0.9339825471101556;0.10172080993652344;0.4733443260192871;0.003717660903930664
Sequence;400;2;326;276;554;12;0.9320245398773006;0.1000511646270752;0.4327387809753418;0.003818511962890625
Sequence;400;3;345;266;543;14;0.9333660571849307;0.10023188591003418;0.46058058738708496;0.0037200450897216797
Sequence;400;4;331;278;518;14;0.9340379472812937;0.10036921501159668;0.46230244636535645;0.0036988258361816406
Sequence;400;5;332;277;549;13;0.9328850855745722;0.10043668746948242;0.4870641231536865;0.0038733482360839844
Sequence;400;6;330;268;545;14;0.9300564681724846;0.10085606575012207;0.4315369129180908;0.0036029815673828125
Sequence;400;7;328;293;587;14;0.9260519022423784;0.1011054515838623;0.4494802951812744;0.0036902427673339844
Sequence;400;8;336;263;486;13;0.9399332591768632;0.10399413108825684;0.4679388999938965;0.0037283897399902344
Sequence;400;9;323;286;526;13;0.9318829318829319;0.15110468864440918;0.4389312267303467;0.0035817623138427734
Sequence;500;0;414;335;640;13;0.9340410182417809;0.09816455841064453;0.572939395904541;0.004553794860839844
Sequence;500;1;418;341;685;14;0.9304215337734891;0.10106611251831055;0.5899815559387207;0.004537820816040039
Sequence;500;2;422;344;652;13;0.9369987438399845;0.0999305248260498;0.5726134777069092;0.004819393157958984
Sequence;500;3;424;329;648;14;0.9345256138223704;0.10102248191833496;0.6175484657287598;0.004622936248779297
Sequence;500;4;425;338;654;14;0.9365664403491756;0.09988188743591309;0.5732386112213135;0.004816770553588867
Sequence;500;5;414;349;662;13;0.9335808166950939;0.09868526458740234;0.584862470626831;0.00470280647277832
Sequence;500;6;416;329;681;13;0.9322455477066959;0.10122251510620117;0.6089446544647217;0.0046312808990478516
Sequence;500;7;418;343;680;14;0.935064935064935;0.15457653999328613;0.6030611991882324;0.005014896392822266
Sequence;500;8;423;336;688;14;0.9319148936170213;0.10073399543762207;0.5802195072174072;0.004820585250854492
Sequence;500;9;403;351;713;14;0.9275111834078894;0.1017756462097168;0.5875065326690674;0.0046880245208740234
