approach;sample_size;repetition;feature;informative;correlation
Sequence;100;0;('begin editing', 'finish editing', 'begin editing');False;0.0
Sequence;100;0;('save', 'save', 'approve');False;0.0
Sequence;100;0;('begin editing from refused', 'insert document', 'begin editing from refused');False;0.0
Sequence;100;0;('create', 'insert document', 'begin editing');False;0.0
Sequence;100;0;('save', 'prepare offline', 'save');False;0.0
Sequence;100;0;('initialize', 'take original document', 'save');False;0.0
Sequence;100;0;('calculate', 'revoke decision', 'calculate');False;0.0
Sequence;100;0;('begin editing', 'calculate', 'withdraw');False;0.0
Sequence;100;0;('revoke withdrawal', 'insert document', 'save');False;0.0
Sequence;100;0;('insert document', 'save', 'remove document');False;0.0
Sequence;100;0;('create', 'insert document', 'finish editing');False;0.0
Sequence;100;0;('finish payment', 'save', 'restart editing');False;0.0
Sequence;100;0;('prepare external', 'finish preparations', 'finish editing');False;0.0
Sequence;100;0;('calculate', 'discard', 'finish editing');False;0.0
Sequence;100;0;('calculate', 'restart editing', 'insert document');False;0.0
Sequence;100;0;('calculate', 'begin editing', 'discard');False;0.0
Sequence;100;0;('decide', 'initialize', 'plan');False;0.0
Sequence;100;0;('revoke approval', 'begin admissibility check', 'begin admissibility check');False;0.0
Sequence;100;0;('insert document', 'restart editing', 'restart editing');False;0.0
Sequence;100;0;('mail income', 'create', 'correction GFM17');False;0.0
Sequence;100;0;('save', 'initialize', 'finish editing');False;0.0
Sequence;100;0;('finish pre-check', 'finish pre-check', 'finish pre-check');False;0.0
Sequence;100;0;('mail income', 'finish pre-check', 'create');False;0.0
Sequence;100;0;('restart editing', 'restart editing', 'discard');False;0.0
Sequence;100;0;('save', 'finish pre-check', 'restart editing');False;0.0
Sequence;100;0;('check admissibility', 'refuse', 'revoke approval');False;0.0
Sequence;100;0;('cancel offline', 'save', 'finish preparations');False;0.0
Sequence;100;0;('finish preparations', 'calculate', 'finish editing');False;0.0
Sequence;100;0;('calculate', 'insert document', 'begin editing from refused');False;0.0
Sequence;100;0;('calculate', 'begin editing', 'plan');False;0.0
Sequence;100;0;('mail income', 'calculate', 'finish editing');False;0.0
Sequence;100;0;('save', 'finish pre-check', 'finish pre-check');False;0.0
Sequence;100;0;('refuse', 'refuse', 'revoke approval');False;0.0
Sequence;100;0;('begin editing', 'revoke decision', 'revoke decision');False;0.0
Sequence;100;0;('finish payment', 'clear', 'restart editing');False;0.0
Sequence;100;0;('initialize', 'performed', 'mail income');False;0.0
Sequence;100;0;('create', 'save', 'insert document');False;0.0
Sequence;100;0;('finish editing', 'finish editing', 'decide');False;0.0
Sequence;100;0;('calculate', 'performed offline', 'begin editing');False;0.0
Sequence;100;0;('initialize', 'performed', 'cancel offline');False;0.0
Sequence;100;0;('calculate', 'performed', 'initialize');False;0.0
Sequence;100;0;('initialize', 'performed', 'remove document');False;0.0
Sequence;100;0;('insert document', 'finish preparations', 'save');False;0.0
Sequence;100;0;('calculate', 'performed offline', 'finish editing');False;0.0
Sequence;100;0;('check admissibility', 'approve', 'begin admissibility check');False;0.0
Sequence;100;0;('begin editing', 'check', 'save');False;0.0
Sequence;100;0;('performed', 'prepare offline', 'save');False;0.0
Sequence;100;0;('save', 'insert document', 'remove document');False;0.0
Sequence;100;0;('begin editing', 'finish editing', 'finish payment');False;0.0
Sequence;100;0;('performed', 'begin editing', 'calculate');False;0.0
Sequence;100;0;('save', 'save', 'begin editing');False;0.0
Sequence;100;0;('revoke withdrawal', 'remove document', 'calculate');False;0.0
Sequence;100;0;('calculate', 'save', 'clear');False;0.0
Sequence;100;0;('begin editing from refused', 'begin editing from refused', 'revoke approval');False;0.0
Sequence;100;0;('begin payment', 'insert document', 'begin editing');False;0.0
Sequence;100;0;('insert document', 'initialize', 'withdraw');False;0.0
Sequence;100;0;('finish editing', 'create', 'finish preparations');False;0.0
Sequence;100;0;('cancel offline', 'prepare offline', 'begin editing');False;0.0
Sequence;100;0;('begin admissibility check', 'check admissibility', 'refuse');False;0.0
Sequence;100;0;('finish editing', 'save', 'begin preparations');False;0.0
Sequence;100;0;('create', 'create', 'create');False;0.0
Sequence;100;0;('mail income', 'save', 'finish pre-check');False;0.0
Sequence;100;0;('prepare offline', 'cancel offline', 'finish preparations');False;0.0
Sequence;100;0;('calculate protocol', 'save', 'calculate protocol');False;0.0
Sequence;100;0;('create', 'mail income', 'mail valid');False;0.0
Sequence;100;0;('save', 'clear', 'begin editing');False;0.0
Sequence;100;0;('finish preparations', 'insert document', 'insert document');False;0.0
Sequence;100;0;('check admissibility', 'calculate', 'insert document');False;0.0
Sequence;100;0;('remove document', 'finish editing', 'decide');False;0.0
Sequence;100;0;('prepare external', 'begin editing', 'insert document');False;0.0
Sequence;100;0;('check admissibility', 'approve', 'save');False;0.0
Sequence;100;0;('decide', 'withdraw', 'revoke withdrawal');False;0.0
Sequence;100;0;('begin editing from refused', 'calculate', 'begin editing from refused');False;0.0
Sequence;100;0;('remove document', 'remove document', 'calculate');False;0.0
Sequence;100;0;('prepare offline', 'initialize', 'begin editing');False;0.0
Sequence;100;0;('finish editing', 'finish preparations', 'save');False;0.0
Sequence;100;0;('withdraw', 'insert document', 'revoke withdrawal');False;0.0
Sequence;100;0;('performed', 'insert document', 'remove document');False;0.0
Sequence;100;0;('remove document', 'insert document', 'insert document');False;0.0
Sequence;100;0;('begin payment', 'begin editing', 'begin editing');False;0.0
Sequence;100;0;('decide', 'insert document', 'revoke withdrawal');False;0.0
Sequence;100;0;('performed', 'begin editing', 'initialize');False;0.0
Sequence;100;0;('initialize', 'insert document', 'calculate');False;0.0
Sequence;100;0;('begin editing', 'begin payment', 'insert document');False;0.0
Sequence;100;0;('finish editing', 'finish editing', 'plan');False;0.0
Sequence;100;0;('create', 'mail valid', 'begin editing');False;0.0
Sequence;100;0;('begin editing', 'save', 'discard');False;0.0
Sequence;100;0;('check', 'check', 'initialize');False;0.0
Sequence;100;0;('save', 'calculate', 'initialize');False;0.0
Sequence;100;0;('decide', 'save', 'calculate');False;0.0
Sequence;100;0;('prepare offline', 'cancel offline', 'initialize');False;0.0
Sequence;100;0;('calculate', 'calculate', 'begin editing from refused');False;0.0
Sequence;100;0;('restart editing', 'finish editing', 'revoke decision');False;0.0
Sequence;100;0;('finish pre-check', 'finish pre-check', 'calculate');False;0.0
Sequence;100;0;('revoke withdrawal', 'withdraw', 'revoke withdrawal');False;0.0
Sequence;100;0;('calculate', 'finish editing', 'begin preparations');False;0.0
Sequence;100;0;('save', 'plan', 'initialize');False;0.0
Sequence;100;0;('create', 'begin editing', 'save');False;0.0
Sequence;100;0;('finish editing', 'insert document', 'finish payment');False;0.0
Sequence;100;0;('decide', 'decide', 'begin admissibility check');False;0.0
Sequence;100;0;('save', 'revoke approval', 'save');False;0.0
Sequence;100;0;('finish editing', 'take original document', 'insert document');False;0.0
Sequence;100;0;('begin editing', 'calculate', 'finish preparations');False;0.0
Sequence;100;0;('save', 'calculate', 'remove document');False;0.0
Sequence;100;0;('performed', 'performed', 'check');False;0.0
Sequence;100;0;('prepare offline', 'save', 'finish editing');False;0.0
Sequence;100;0;('prepare offline', 'calculate', 'calculate');False;0.0
Sequence;100;0;('save', 'finish preparations', 'prepare external');False;0.0
Sequence;100;0;('save', 'performed', 'finish preparations');False;0.0
Sequence;100;0;('decide', 'begin editing', 'decide');False;0.0
Sequence;100;0;('initialize', 'initialize', 'finish editing');False;0.0
Sequence;100;0;('initialize', 'insert document', 'initialize');False;0.0
Sequence;100;0;('begin editing', 'decide', 'begin editing');False;0.0
Sequence;100;0;('prepare offline', 'cancel offline', 'save');False;0.0
Sequence;100;0;('performed offline', 'finish editing', 'begin editing');False;0.0
Sequence;100;0;('begin editing', 'finish payment', 'insert document');False;0.0
Sequence;100;0;('abort payment', 'insert document', 'begin payment');False;0.0
Sequence;100;0;('save', 'refuse', 'calculate');False;0.0
Sequence;100;0;('finish editing', 'check', 'initialize');False;0.0
Sequence;100;0;('create', 'create', 'finish editing');False;0.0
Sequence;100;0;('finish editing', 'save', 'withdraw');False;0.0
Sequence;100;0;('revoke decision', 'revoke decision', 'revoke decision');False;0.0
Sequence;100;0;('begin admissibility check', 'withdraw', 'save');False;0.0
Sequence;100;0;('calculate', 'take original document', 'take original document');False;0.0
Sequence;100;0;('finish pre-check', 'finish pre-check', 'initialize');False;0.0
Sequence;100;0;('begin editing', 'calculate', 'begin admissibility check');False;0.0
Sequence;100;0;('save', 'insert document', 'begin editing from refused');False;0.0
Sequence;100;0;('begin editing', 'withdraw', 'insert document');False;0.0
Sequence;100;0;('remove document', 'remove document', 'remove document');False;0.0
Sequence;100;0;('finish editing', 'remove document', 'begin editing');False;0.0
Sequence;100;0;('performed', 'plan', 'initialize');False;0.0
Sequence;100;0;('insert document', 'remove document', 'begin admissibility check');False;0.0
Sequence;100;0;('initialize', 'insert document', 'remove document');False;0.0
Sequence;100;0;('finish editing', 'finish editing', 'take original document');False;0.0
Sequence;100;0;('performed offline', 'initialize', 'save');False;0.0
Sequence;100;0;('save', 'check', 'begin editing');False;0.0
Sequence;100;0;('finish pre-check', 'save', 'begin payment');False;0.0
Sequence;100;0;('withdraw', 'calculate', 'revoke withdrawal');False;0.0
Sequence;100;0;('take original document', 'check', 'initialize');False;0.0
Sequence;100;0;('plan', 'initialize', 'begin editing');False;0.0
Sequence;100;0;('calculate', 'save', 'performed offline');False;0.0
Sequence;100;0;('decide', 'save', 'remove document');False;0.0
Sequence;100;0;('create', 'take original document', 'save');False;0.0
Sequence;100;0;('finish editing', 'decide', 'restart editing');False;0.0
Sequence;100;0;('initialize', 'calculate', 'calculate');False;0.0
Sequence;100;0;('finish editing', 'finish editing', 'finish payment');False;0.0
Sequence;100;0;('finish editing', 'create', 'insert document');False;0.0
Sequence;100;0;('calculate protocol', 'insert document', 'calculate protocol');False;0.0
Sequence;100;0;('begin preparations', 'prepare external', 'finish preparations');False;0.0
Sequence;100;0;('finish preparations', 'begin preparations', 'begin editing');False;0.0
Sequence;100;0;('finish editing', 'finish payment', 'initialize');False;0.0
Sequence;100;0;('save', 'calculate', 'calculate protocol');False;0.0
Sequence;100;0;('approve', 'save', 'begin admissibility check');False;0.0
Sequence;100;0;('decide', 'begin editing', 'plan');False;0.0
Sequence;100;0;('initialize', 'begin payment', 'finish payment');False;0.0
Sequence;100;0;('cancel offline', 'calculate', 'finish editing');False;0.0
Sequence;100;0;('performed', 'finish editing', 'finish editing');False;0.0
Sequence;100;0;('initialize', 'plan', 'calculate');False;0.0
Sequence;100;0;('calculate', 'finish editing', 'withdraw');False;0.0
Sequence;100;0;('save', 'performed', 'save');False;0.0
Sequence;100;0;('check', 'initialize', 'performed');False;0.0
Sequence;100;0;('finish editing', 'begin preparations', 'prepare external');False;0.0
Sequence;100;0;('insert document', 'remove document', 'save');False;0.0
Sequence;100;0;('take original document', 'check', 'save');False;0.0
Sequence;100;0;('insert document', 'initialize', 'begin admissibility check');False;0.0
Sequence;100;0;('begin editing', 'check', 'check');False;0.0
Sequence;100;0;('finish editing', 'initialize', 'finish editing');False;0.0
Sequence;100;0;('check admissibility', 'begin admissibility check', 'begin editing');False;0.0
Sequence;100;0;('prepare external', 'initialize', 'begin editing');False;0.0
Sequence;100;0;('finish editing', 'check admissibility', 'calculate');False;0.0
Sequence;100;0;('save', 'revoke decision', 'save');False;0.0
Sequence;100;0;('begin editing', 'finish preparations', 'begin preparations');False;0.0
Sequence;100;0;('begin editing', 'insert document', 'begin payment');False;0.0
Sequence;100;0;('decide', 'decide', 'insert document');False;0.0
Sequence;100;0;('revoke decision', 'save', 'begin payment');False;0.0
Sequence;100;0;('initialize', 'calculate', 'initialize');False;0.0
Sequence;100;0;('remove document', 'decide', 'decide');False;0.0
Sequence;100;0;('insert document', 'finish editing', 'begin editing');False;0.0
Sequence;100;0;('plan', 'calculate', 'calculate');False;0.0
Sequence;100;0;('begin payment', 'finish payment', 'change department');False;0.0
Sequence;100;0;('performed', 'calculate', 'begin editing');False;0.0
Sequence;100;0;('insert document', 'finish editing', 'finish editing');False;0.0
Sequence;100;0;('insert document', 'finish payment', 'finish editing');False;0.0
Sequence;100;0;('revoke decision', 'insert document', 'save');False;0.0
Sequence;100;0;('finish editing', 'performed', 'begin editing');False;0.0
Sequence;100;0;('finish pre-check', 'insert document', 'finish editing');False;0.0
Sequence;100;0;('finish editing', 'performed', 'finish editing');False;0.0
Sequence;100;0;('prepare external', 'abort external', 'performed');False;0.0
Sequence;100;0;('finish editing', 'revoke decision', 'begin editing');False;0.0
Sequence;100;0;('begin payment', 'finish payment', 'refuse');False;0.0
Sequence;100;0;('save', 'calculate', 'begin editing from refused');False;0.0
Sequence;100;0;('finish editing', 'revoke decision', 'finish editing');False;0.0
Sequence;100;0;('initialize', 'plan', 'initialize');False;0.0
Sequence;100;0;('withdraw', 'begin editing', 'calculate');False;0.0
Sequence;100;0;('insert document', 'insert document', 'revoke approval');False;0.0
Sequence;100;0;('calculate', 'insert document', 'begin editing');False;0.0
Sequence;100;0;('begin editing', 'discard', 'calculate');False;0.0
Sequence;100;0;('withdraw', 'revoke withdrawal', 'begin editing');False;0.0
Sequence;100;0;('insert document', 'initialize', 'save');False;0.0
Sequence;100;0;('save', 'calculate protocol', 'calculate protocol');False;0.0
Sequence;100;0;('begin preparations', 'prepare external', 'save');False;0.0
Sequence;100;0;('discard', 'finish editing', 'initialize');False;0.0
Sequence;100;0;('calculate', 'insert document', 'finish editing');False;0.0
Sequence;100;0;('begin editing', 'begin editing', 'begin editing');False;0.0
Sequence;100;0;('begin editing', 'calculate protocol', 'save');False;0.0
Sequence;100;0;('insert document', 'remove document', 'insert document');False;0.0
Sequence;100;0;('revoke decision', 'begin editing', 'save');False;0.0
Sequence;100;0;('finish pre-check', 'correction GFM17', 'calculate');False;0.0
Sequence;100;0;('begin editing', 'begin editing', 'finish editing');False;0.0
Sequence;100;0;('calculate', 'create', 'calculate');False;0.0
Sequence;100;0;('insert document', 'approve', 'calculate');False;0.0
Sequence;100;0;('remove document', 'revoke decision', 'withdraw');False;0.0
Sequence;100;0;('save', 'revoke decision', 'insert document');False;0.0
Sequence;100;0;('performed', 'save', 'finish pre-check');False;0.0
Sequence;100;0;('performed', 'calculate', 'performed');False;0.0
Sequence;100;0;('insert document', 'begin payment', 'save');False;0.0
Sequence;100;0;('finish editing', 'save', 'finish preparations');False;0.0
Sequence;100;0;('begin editing', 'finish editing', 'begin payment');False;0.0
Sequence;100;0;('create', 'save', 'create');False;0.0
Sequence;100;0;('revoke decision', 'withdraw', 'insert document');False;0.0
Sequence;100;0;('abort payment', 'begin editing', 'save');False;0.0
Sequence;100;0;('begin payment', 'change department', 'change department');False;0.0
Sequence;100;0;('correction GFM17', 'save', 'calculate');False;0.0
Sequence;100;0;('performed', 'initialize', 'insert document');False;0.0
Sequence;100;0;('begin preparations', 'prepare offline', 'calculate');False;0.0
Sequence;100;0;('calculate', 'calculate', 'approve');False;0.0
Sequence;100;0;('revoke decision', 'insert document', 'insert document');False;0.0
Sequence;100;0;('take original document', 'initialize', 'performed');False;0.0
Sequence;100;0;('decide', 'remove document', 'begin payment');False;0.0
Sequence;100;0;('calculate', 'save', 'insert document');False;0.0
Sequence;100;0;('performed', 'performed', 'discard');False;0.0
Sequence;100;0;('save', 'finish editing', 'revoke decision');False;0.0
Sequence;100;0;('finish preparations', 'save', 'begin editing');False;0.0
Sequence;100;0;('calculate', 'correction GFM17', 'calculate');False;0.0
Sequence;100;0;('save', 'take original document', 'take original document');False;0.0
Sequence;100;0;('save', 'withdraw', 'begin admissibility check');False;0.0
Sequence;100;0;('approve', 'approve', 'save');False;0.0
Sequence;100;0;('finish preparations', 'save', 'finish editing');False;0.0
Sequence;100;0;('approve', 'begin editing', 'begin editing');False;0.0
Sequence;100;0;('begin editing', 'discard', 'initialize');False;0.0
Sequence;100;0;('create', 'finish pre-check', 'clear');False;0.0
Sequence;100;0;('remove document', 'save', 'begin editing');False;0.0
Sequence;100;0;('approve', 'begin editing', 'finish editing');False;0.0
Sequence;100;0;('finish editing', 'calculate', 'initialize');False;0.0
Sequence;100;0;('refuse', 'begin payment', 'finish payment');False;0.0
Sequence;100;0;('save', 'begin admissibility check', 'withdraw');False;0.0
Sequence;100;0;('create', 'clear', 'create');False;0.0
Sequence;100;0;('remove document', 'save', 'finish editing');False;0.0
Sequence;100;0;('remove document', 'calculate', 'calculate');False;0.0
Sequence;100;0;('revoke decision', 'calculate', 'decide');False;0.0
Sequence;100;0;('check', 'check', 'check');False;0.0
Sequence;100;0;('save', 'calculate', 'check');False;0.0
Sequence;100;0;('insert document', 'initialize', 'insert document');False;0.0
Sequence;100;0;('finish pre-check', 'finish editing', 'finish preparations');False;0.0
Sequence;100;0;('finish editing', 'approve', 'calculate');False;0.0
Sequence;100;0;('finish pre-check', 'calculate', 'begin editing');False;0.0
Sequence;100;0;('calculate', 'finish preparations', 'insert document');False;0.0
Sequence;100;0;('finish pre-check', 'calculate', 'finish editing');False;0.0
Sequence;100;0;('revoke decision', 'decide', 'revoke decision');False;0.0
Sequence;100;0;('insert document', 'begin payment', 'insert document');False;0.0
Sequence;100;0;('revoke approval', 'refuse', 'save');False;0.0
Sequence;100;0;('initialize', 'finish payment', 'begin admissibility check');False;0.0
Sequence;100;0;('save', 'save', 'begin payment');False;0.0
Sequence;100;0;('calculate', 'finish editing', 'finish preparations');False;0.0
Sequence;100;0;('finish editing', 'calculate', 'remove document');False;0.0
Sequence;100;0;('save', 'withdraw', 'save');False;0.0
Sequence;100;0;('begin preparations', 'initialize', 'plan');False;0.0
Sequence;100;0;('finish editing', 'decide', 'initialize');False;0.0
Sequence;100;0;('save', 'refuse', 'begin editing from refused');False;0.0
Sequence;100;0;('initialize', 'finish editing', 'initialize');False;0.0
Sequence;100;0;('save', 'restart editing', 'calculate');False;0.0
Sequence;100;0;('finish pre-check', 'finish editing', 'begin admissibility check');False;0.0
Sequence;100;0;('performed', 'revoke withdrawal', 'begin editing');False;0.0
Sequence;100;0;('remove document', 'save', 'performed');False;0.0
Sequence;100;0;('abort payment', 'finish editing', 'begin payment');False;0.0
Sequence;100;0;('finish editing', 'refuse', 'calculate');False;0.0
Sequence;100;0;('performed offline', 'calculate', 'save');False;0.0
Sequence;100;0;('finish payment', 'restart editing', 'save');False;0.0
Sequence;100;0;('clear', 'restart editing', 'restart editing');False;0.0
Sequence;100;0;('finish editing', 'check', 'check');False;0.0
Sequence;100;0;('initialize', 'save', 'finish pre-check');False;0.0
Sequence;100;0;('check admissibility', 'calculate', 'refuse');False;0.0
Sequence;100;0;('prepare external', 'finish preparations', 'abort external');False;0.0
Sequence;100;0;('finish payment', 'begin editing', 'insert document');False;0.0
Sequence;100;0;('begin preparations', 'prepare offline', 'cancel offline');False;0.0
Sequence;100;0;('save', 'finish preparations', 'calculate');False;0.0
Sequence;100;0;('calculate', 'check', 'save');False;0.0
Sequence;100;0;('performed', 'save', 'performed offline');False;0.0
Sequence;100;0;('finish pre-check', 'save', 'finish pre-check');False;0.0
Sequence;100;0;('save', 'finish editing', 'clear');False;0.0
Sequence;100;0;('initialize', 'begin editing', 'take original document');False;0.0
Sequence;100;0;('insert document', 'begin editing', 'calculate');False;0.0
Sequence;100;0;('insert document', 'revoke withdrawal', 'begin editing');False;0.0
Sequence;100;0;('take original document', 'calculate', 'save');False;0.0
Sequence;100;0;('begin editing', 'create', 'begin editing');False;0.0
Sequence;100;0;('begin payment', 'abort payment', 'take original document');False;0.0
Sequence;100;0;('initialize', 'finish editing', 'save');False;0.0
Sequence;100;0;('begin editing', 'create', 'finish editing');False;0.0
Sequence;100;0;('abort payment', 'restart editing', 'finish editing');False;0.0
Sequence;100;0;('revoke approval', 'refuse', 'insert document');False;0.0
Sequence;100;0;('remove document', 'calculate', 'remove document');False;0.0
Sequence;100;0;('insert document', 'insert document', 'revoke decision');False;0.0
Sequence;100;0;('take original document', 'check', 'check');False;0.0
Sequence;100;0;('save', 'withdraw', 'insert document');False;0.0
Sequence;100;0;('save', 'finish editing', 'restart editing');False;0.0
Sequence;100;0;('save', 'finish payment', 'restart editing');False;0.0
Sequence;100;0;('save', 'save', 'prepare external');False;0.0
Sequence;100;0;('calculate', 'remove document', 'calculate');False;0.0
Sequence;100;0;('finish payment', 'change department', 'change department');False;0.0
Sequence;100;0;('save', 'finish preparations', 'initialize');False;0.0
Sequence;100;0;('save', 'save', 'abort external');False;0.0
Sequence;100;0;('prepare external', 'begin editing', 'begin editing');False;0.0
Sequence;100;0;('prepare external', 'begin editing', 'finish editing');False;0.0
Sequence;100;0;('calculate', 'check', 'insert document');False;0.0
Sequence;100;0;('discard', 'save', 'save');False;0.0
Sequence;100;0;('save', 'remove document', 'withdraw');False;0.0
Sequence;100;0;('begin editing', 'finish pre-check', 'save');False;0.0
Sequence;100;0;('remove document', 'insert document', 'begin editing');False;0.0
Sequence;100;0;('restart editing', 'finish editing', 'insert document');False;0.0
Sequence;100;0;('finish pre-check', 'initialize', 'calculate');False;0.0
Sequence;100;0;('calculate', 'finish editing', 'check admissibility');False;0.0
Sequence;100;0;('begin payment', 'save', 'finish editing');False;0.0
Sequence;100;0;('begin editing', 'decide', 'begin payment');False;0.0
Sequence;100;0;('save', 'begin admissibility check', 'calculate');False;0.0
Sequence;100;0;('begin preparations', 'prepare external', 'check');False;0.0
Sequence;100;0;('finish editing', 'finish preparations', 'plan');False;0.0
Sequence;100;0;('calculate', 'refuse', 'begin editing');False;0.0
Sequence;100;0;('take original document', 'begin editing', 'begin editing');False;0.0
Sequence;100;0;('finish editing', 'create', 'create');False;0.0
Sequence;100;0;('save', 'decide', 'revoke decision');False;0.0
Sequence;100;0;('calculate', 'check admissibility', 'begin admissibility check');False;0.0
Sequence;100;0;('begin admissibility check', 'withdraw', 'decide');False;0.0
Sequence;100;0;('create', 'calculate', 'mail income');False;0.0
Sequence;100;0;('finish pre-check', 'finish editing', 'insert document');False;0.0
Sequence;100;0;('prepare external', 'save', 'finish pre-check');False;0.0
Sequence;100;0;('restart editing', 'discard', 'finish editing');False;0.0
Sequence;100;0;('prepare external', 'begin preparations', 'calculate');False;0.0
Sequence;100;0;('initialize', 'save', 'performed offline');False;0.0
Sequence;100;0;('finish editing', 'create', 'change department');False;0.0
Sequence;100;0;('restart editing', 'save', 'calculate');False;0.0
Sequence;100;0;('begin editing from refused', 'remove document', 'remove document');False;0.0
Sequence;100;0;('save', 'create', 'initialize');False;0.0
Sequence;100;0;('finish editing', 'create', 'mail valid');False;0.0
Sequence;100;0;('abort external', 'prepare external', 'begin preparations');False;0.0
Sequence;100;0;('initialize', 'save', 'begin admissibility check');False;0.0
Sequence;100;0;('performed', 'begin editing', 'discard');False;0.0
Sequence;100;0;('finish editing', 'calculate protocol', 'calculate protocol');False;0.0
Sequence;100;0;('check', 'finish editing', 'insert document');False;0.0
Sequence;100;0;('begin editing', 'check', 'take original document');False;0.0
Sequence;100;0;('save', 'calculate', 'discard');False;0.0
Sequence;100;0;('calculate', 'withdraw', 'revoke withdrawal');False;0.0
Sequence;100;0;('restart editing', 'finish pre-check', 'save');False;0.0
Sequence;100;0;('insert document', 'finish pre-check', 'initialize');False;0.0
Sequence;100;0;('calculate', 'begin editing from refused', 'save');False;0.0
Sequence;100;0;('remove document', 'insert document', 'finish payment');False;0.0
Sequence;100;0;('begin editing', 'finish pre-check', 'insert document');False;0.0
Sequence;100;0;('remove document', 'revoke decision', 'save');False;0.0
Sequence;100;0;('calculate', 'check admissibility', 'save');False;0.0
Sequence;100;0;('insert document', 'revoke decision', 'begin payment');False;0.0
Sequence;100;0;('begin editing', 'save', 'begin preparations');False;0.0
Sequence;100;0;('begin editing', 'calculate', 'decide');False;0.0
Sequence;100;0;('check', 'discard', 'finish editing');False;0.0
Sequence;100;0;('save', 'create', 'save');False;0.0
Sequence;100;0;('withdraw', 'begin admissibility check', 'withdraw');False;0.0
Sequence;100;0;('correction GFM17', 'finish pre-check', 'calculate');False;0.0
Sequence;100;0;('performed', 'create', 'initialize');False;0.0
Sequence;100;0;('begin editing from refused', 'begin editing from refused', 'insert document');False;0.0
Sequence;100;0;('calculate', 'begin editing', 'clear');False;0.0
Sequence;100;0;('insert document', 'calculate protocol', 'save');False;0.0
Sequence;100;0;('mail valid', 'create', 'finish pre-check');False;0.0
Sequence;100;0;('save', 'finish editing', 'begin admissibility check');False;0.0
Sequence;100;0;('insert document', 'take original document', 'save');False;0.0
Sequence;100;0;('begin editing', 'calculate', 'create');False;0.0
Sequence;100;0;('begin editing', 'finish preparations', 'save');False;0.0
Sequence;100;0;('calculate protocol', 'calculate protocol', 'save');False;0.0
Sequence;100;0;('performed', 'discard', 'initialize');False;0.0
Sequence;100;0;('insert document', 'begin editing', 'calculate protocol');False;0.0
Sequence;100;0;('insert document', 'finish pre-check', 'save');False;0.0
Sequence;100;0;('save', 'correction GFM17', 'save');False;0.0
Sequence;100;0;('begin editing', 'insert document', 'calculate');False;0.0
Sequence;100;0;('insert document', 'finish editing', 'begin payment');False;0.0
Sequence;100;0;('finish editing', 'calculate', 'check');False;0.0
Sequence;100;0;('revoke decision', 'save', 'calculate');False;0.0
Sequence;100;0;('performed offline', 'initialize', 'plan');False;0.0
Sequence;100;0;('insert document', 'insert document', 'abort payment');False;0.0
Sequence;100;0;('decide', 'calculate', 'begin editing');False;0.0
Sequence;100;0;('save', 'begin admissibility check', 'check admissibility');False;0.0
Sequence;100;0;('calculate', 'begin editing from refused', 'insert document');False;0.0
Sequence;100;0;('remove document', 'revoke decision', 'insert document');False;0.0
Sequence;100;0;('decide', 'insert document', 'save');False;0.0
Sequence;100;0;('calculate protocol', 'finish editing', 'begin editing');False;0.0
Sequence;100;0;('begin admissibility check', 'remove document', 'withdraw');False;0.0
Sequence;100;0;('finish editing', 'abort payment', 'revoke decision');False;0.0
Sequence;100;0;('calculate', 'check admissibility', 'insert document');False;0.0
Sequence;100;0;('create', 'finish pre-check', 'insert document');False;0.0
Sequence;100;0;('performed', 'create', 'save');False;0.0
Sequence;100;0;('performed', 'initialize', 'create');False;0.0
Sequence;100;0;('calculate protocol', 'finish editing', 'finish editing');False;0.0
Sequence;100;0;('insert document', 'revoke approval', 'refuse');False;0.0
Sequence;100;0;('calculate', 'approve', 'begin admissibility check');False;0.0
Sequence;100;0;('finish payment', 'save', 'begin editing');False;0.0
Sequence;100;0;('prepare offline', 'cancel offline', 'prepare offline');False;0.0
Sequence;100;0;('save', 'take original document', 'begin payment');False;0.0
Sequence;100;0;('prepare external', 'save', 'calculate');False;0.0
Sequence;100;0;('performed', 'initialize', 'change department');False;0.0
Sequence;100;0;('finish payment', 'save', 'finish editing');False;0.0
Sequence;100;0;('begin editing', 'calculate', 'plan');False;0.0
Sequence;100;0;('prepare external', 'abort external', 'prepare external');False;0.0
Sequence;100;0;('save', 'begin editing', 'check');False;0.0
Sequence;100;0;('check admissibility', 'save', 'begin admissibility check');False;0.0
Sequence;100;0;('insert document', 'restart editing', 'finish editing');False;0.0
Sequence;100;0;('save', 'finish pre-check', 'begin editing');False;0.0
Sequence;100;0;('save', 'performed', 'plan');False;0.0
Sequence;100;0;('calculate', 'decide', 'save');False;0.0
Sequence;100;0;('begin editing', 'insert document', 'initialize');False;0.0
Sequence;100;0;('finish editing', 'finish pre-check', 'save');False;0.0
Sequence;100;0;('check admissibility', 'refuse', 'begin editing from refused');False;0.0
Sequence;100;0;('remove document', 'begin admissibility check', 'withdraw');False;0.0
Sequence;100;0;('calculate', 'clear', 'create');False;0.0
Sequence;100;0;('calculate protocol', 'calculate protocol', 'calculate protocol');False;0.0
Sequence;100;0;('calculate', 'save', 'refuse');False;0.0
Sequence;100;0;('change department', 'initialize', 'begin editing');False;0.0
Sequence;100;0;('insert document', 'save', 'revoke withdrawal');False;0.0
