sample_size;time
100;392.48859119415283
100;420.2644600868225
200;939.69593501091
200;924.2327380180359
300;1090.7229108810425
300;1257.68324136734
400;1579.7514548301697
400;1504.4753680229187
500;2074.9911031723022
500;1849.8449730873108
complete;>2700
complete;>2700
